Date,Open,High,Low,Close,Volume
2017/11/7 17:54,7118,7118,7109,7109,7.91752807
2017/11/7 17:55,7110.77777,7110.77777,7094.7875,7094.7875,1.2559757
2017/11/7 17:56,7092.0855,7095.585366,7080,7095.4,1.62507608
2017/11/7 17:57,7088.162872,7088.162872,7074.866863,7074.866863,1.67697524
2017/11/7 17:58,7088.162872,7095.585366,7069.469508,7076.570448,0.66491789
2017/11/7 17:59,7084.448533,7091.806256,7076.570448,7084.873445,3.81733302
2017/11/7 18:00,7084.873445,7091.806256,7084.873436,7084.873436,1.55164232
2017/11/7 18:01,7084.873436,7084.873445,7069.469508,7069.469508,1.39256235
2017/11/7 18:02,7069.469508,7074.866863,7064.5,7064.5,3.80460094
2017/11/7 18:03,7064.5,7067,7058.0371,7058.0371,6.09479578
2017/11/7 18:04,7058,7067,7054.91,7054.91,0.3068026
2017/11/7 18:05,7054.91,7055,7054.91,7054.92,2.09315462
2017/11/7 18:06,7054.92,7066.999999,7054.92,7055,0.75329298
2017/11/7 18:07,7055,7064.5,7051.041667,7051.041667,8.88375542
2017/11/7 18:08,7054.909552,7070.92,7051.041667,7070.92,0.37328238
2017/11/7 18:09,7066.26254,7070.92,7066.26254,7066.27226,2.81665987
2017/11/7 18:10,7070.92,7070.92,7066.27226,7070.92,0.13514094
2017/11/7 18:11,7066.27226,7076.346,7062.37,7076.346,1.38341859
2017/11/7 18:12,7062.37,7069.502418,7052,7052,0.7820011
2017/11/7 18:13,7052,7053.887819,7050,7050,0.56891856
2017/11/7 18:14,7050,7060.3,7030.889754,7038.12711,9.87541544
2017/11/7 18:15,7038.12711,7070.5,7038.12711,7062.7,0.06462739
2017/11/7 18:16,7062.7,7075,7053.887819,7053.887819,1.00815142
2017/11/7 18:17,7053.887819,7068.858189,7053.887819,7058,0.02857281
2017/11/7 18:18,7065,7068.858189,7050.5,7050.5,1.20981423
2017/11/7 18:19,7050.500001,7060.776394,7050.5,7050.5,0.01657774
2017/11/7 18:20,7050.5,7050.500001,7038.12711,7038.12711,1.76205756
2017/11/7 18:21,7050.500001,7050.500001,7045,7050.500001,1.95635621
2017/11/7 18:22,7046.161949,7050.500001,7046.161949,7050,4.33574036
2017/11/7 18:23,7050.500001,7070.315841,7050,7070.315841,0.15882268
2017/11/7 18:24,7070.315841,7070.315841,7055.224678,7055.224678,0.38047965
2017/11/7 18:25,7069.315841,7069.315841,7050.500001,7069.31584,3.61545395
2017/11/7 18:26,7050.500001,7065.015841,7050.500001,7050.500001,0.61753655
2017/11/7 18:27,7060.015841,7069.315839,7054.478417,7054.478417,0.04946952
2017/11/7 18:28,7062.015841,7062.015841,7055,7055,0.00104855
2017/11/7 18:29,7061.146382,7070,7061.146382,7069.315839,0.16244351
2017/11/7 18:30,7070,7075,7069.315839,7075,0.89594784
2017/11/7 18:31,7075,7075,7069.315841,7075,0.56099336
2017/11/7 18:32,7075,7075,7070,7070.000001,1.40646759
2017/11/7 18:33,7074.9,7075,7070.000001,7070.000001,0.48295248
2017/11/7 18:34,7075,7082.116313,7070.1,7071,0.4938593
2017/11/7 18:35,7075.000001,7084.873445,7071.1,7084.873445,0.52537501
2017/11/7 18:36,7084.873445,7085,7082.116313,7082.116313,1.21994362
2017/11/7 18:37,7085,7091.806256,7082.116313,7090,1.57333418
2017/11/7 18:38,7090,7098.57,7090,7090.999902,0.72517908
2017/11/7 18:39,7090.999913,7091.999913,7090.999913,7091.999913,0.07317987
2017/11/7 18:40,7091.999913,7099.2414,7091.999913,7093.21,0.32083589
2017/11/7 18:41,7093.21,7095.896286,7093,7093.21,3.54143616
2017/11/7 18:42,7093.21,7093.21,7093,7093,0.83227661
2017/11/7 18:43,7093,7093.21,7093,7093,0.67969705
2017/11/7 18:44,7093,7093.21,7087.21,7089.141915,0.72964712
2017/11/7 18:45,7087.21,7093,7087.21,7088.859257,3.76573306
2017/11/7 18:46,7087.21,7088.859257,7087.21,7087.21,0.42162921
2017/11/7 18:47,7088.859257,7088.859257,7087.21,7087.21,0.66076357
2017/11/7 18:48,7087.21,7088.859257,7087.21,7088.859257,0.22529996
2017/11/7 18:49,7087.21,7088.859257,7084.873445,7084.873445,1.92672445
2017/11/7 18:50,7088.859257,7088.859257,7066.99999,7066.99999,0.86703316
2017/11/7 18:51,7073.676901,7073.676901,7068.326609,7068.326609,0.07813126
2017/11/7 18:52,7060.000001,7072.89888,7060.000001,7060.000066,0.15498123
2017/11/7 18:53,7060.000066,7075.569335,7060.000066,7060.000067,0.21511693
2017/11/7 18:54,7060.000067,7075.569335,7060.000067,7064,0.2721282
2017/11/7 18:55,7064,7075.569335,7064,7065,0.05124765
2017/11/7 18:56,7069.154387,7069.154387,7065,7068,0.59066524
2017/11/7 18:57,7068,7075.569335,7068,7068,1.38739909
2017/11/7 18:58,7068,7075.569335,7068,7068,1.27741504
2017/11/7 18:59,7068,7075.569335,7068,7070.899648,0.27582209
2017/11/7 19:00,7070.899648,7075.569335,7070.899648,7070.899654,0.32421582
2017/11/7 19:01,7070.899648,7070.899654,7069,7069,0.44769061
2017/11/7 19:02,7070.899654,7075.569335,7069,7071.124177,0.22950752
2017/11/7 19:03,7075.569335,7086.024254,7070.738771,7075,2.44601799
2017/11/7 19:04,7075,7089.684248,7075,7077.526148,0.25465342
2017/11/7 19:05,7077.526148,7089.684247,7077.526148,7082.684247,0.05515419
2017/11/7 19:06,7082.684247,7090.133425,7077.638516,7085.000005,1.80768158
2017/11/7 19:07,7085.000005,7090.133425,7085.000005,7090.133425,0.54837517
2017/11/7 19:08,7090.133425,7093,7086,7086.000001,1.25014816
2017/11/7 19:09,7093,7093.21,7086.000001,7093,0.31638193
2017/11/7 19:10,7093.21,7105.0762,7093,7105.0762,3.62487973
2017/11/7 19:11,7103.100927,7113.79,7103.100927,7111.694774,3.96666337
2017/11/7 19:12,7111.694774,7126.822574,7111.694774,7124.48,7.67686312
2017/11/7 19:13,7126.987709,7131,7113.6,7127.494193,18.40535572
2017/11/7 19:14,7127.494193,7154,7127.494193,7151.1121,32.19642335
2017/11/7 19:15,7151.1121,7190,7151.1121,7172.671583,26.8545963
2017/11/7 19:16,7172.671583,7192.5,7172.671583,7181.055104,11.97233501
2017/11/7 19:17,7190,7196,7181.055104,7192.873445,20.86308483
2017/11/7 19:18,7196,7197,7192.873445,7192.873445,3.0280178
2017/11/7 19:19,7195,7195,7178.487698,7178.487698,3.77821509
2017/11/7 19:20,7180,7197,7170,7197,6.53533434
2017/11/7 19:21,7195,7209,7188.435511,7201,22.58504515
2017/11/7 19:22,7209,7225,7205,7222.146578,9.87556277
2017/11/7 19:23,7222.146578,7250,7222.146578,7250,33.96690145
2017/11/7 19:24,7250,7260,7240.265227,7247,20.7696213
2017/11/7 19:25,7241,7250,7228.25,7228.250001,7.30256387
2017/11/7 19:26,7228.250001,7238.388267,7228.25,7230,3.00149992
2017/11/7 19:27,7230,7233,7224.821968,7224.821968,2.18666785
2017/11/7 19:28,7224.821968,7236,7222.000001,7236,14.73721704
2017/11/7 19:29,7236,7240.21,7230,7239.8999,10.04281302
2017/11/7 19:30,7239.8999,7250,7230.00001,7240,5.44855736
2017/11/7 19:31,7245.00001,7250,7245.00001,7250,2.65391556
2017/11/7 19:32,7245.00001,7250,7244.923274,7246,0.73347597
2017/11/7 19:33,7248,7250,7220.873445,7229.435802,26.19244569
2017/11/7 19:34,7220.873445,7240.00001,7220.873445,7229.194768,5.94641882
2017/11/7 19:35,7230,7238.778284,7227.026227,7238.778284,7.40177884
2017/11/7 19:36,7227.026227,7238.778284,7227.026227,7238.778284,2.54592938
2017/11/7 19:37,7234.026226,7235,7227.026227,7227.026227,0.3828291
2017/11/7 19:38,7227.026227,7227.026227,7220.873445,7221.727593,11.37837735
2017/11/7 19:39,7221.727593,7244.57692,7221.727593,7244.57692,17.86206843
2017/11/7 19:40,7244.57692,7250,7239,7249.727593,7.27692612
2017/11/7 19:41,7249.679229,7260,7240.390331,7250.670769,23.77273515
2017/11/7 19:42,7250.670769,7262.17,7250.670769,7261.439428,3.33952233
2017/11/7 19:43,7262.17,7275.995367,7261.439428,7275.995367,7.00073135
2017/11/7 19:44,7272.781565,7279.99,7265,7279.99,2.98070504
2017/11/7 19:45,7279.99,7280,7274.804714,7280,2.0678697
2017/11/7 19:46,7279.99,7295.1,7274.804714,7284.477249,17.01875367
2017/11/7 19:47,7293,7300,7284.477249,7296.03728,5.05560432
2017/11/7 19:48,7300,7300,7284.477249,7295.919294,12.25041922
2017/11/7 19:49,7295.919294,7299,7284.477249,7295.99,9.04599397
2017/11/7 19:50,7297,7297,7270.17,7270.17,4.26595135
2017/11/7 19:51,7270.17,7270.17,7259,7259,5.18157551
2017/11/7 19:52,7259,7280,7259,7261.510001,5.10864037
2017/11/7 19:53,7263.864617,7280,7261.510001,7264.468586,3.29884324
2017/11/7 19:54,7275,7275,7259,7261.51,1.81351125
2017/11/7 19:55,7261.51,7261.5101,7255,7260,1.78978272
2017/11/7 19:56,7261.5101,7264.47585,7258.4586,7258.465859,2.17916472
2017/11/7 19:57,7261.5101,7272.9,7258.465859,7260.00726,1.60039009
2017/11/7 19:58,7260.00726,7272,7260.00726,7260.021781,0.71603014
2017/11/7 19:59,7260.029041,7274,7260.029041,7274,1.83244566
2017/11/7 20:00,7270.691518,7280,7270,7280,2.25247569
2017/11/7 20:01,7272.36,7278.88,7262.400091,7278.88,2.51977
2017/11/7 20:02,7278.879999,7278.879999,7263.350974,7266.28078,1.44396976
2017/11/7 20:03,7266.28078,7272.36,7266.28078,7267,0.18941664
2017/11/7 20:04,7272.36,7272.36,7266,7266,0.41163584
2017/11/7 20:05,7267,7270.36,7242.762512,7242.762513,10.71248573
2017/11/7 20:06,7250,7270.36,7242.762513,7270.36,3.24469976
2017/11/7 20:07,7250.290411,7260,7250.290411,7260,0.19561693
2017/11/7 20:08,7260,7260,7250.510001,7260,0.51537422
2017/11/7 20:09,7251,7260,7250.51,7250.51,2.54808859
2017/11/7 20:10,7251,7260,7250.51,7251,2.36619177
2017/11/7 20:11,7255,7255,7251,7254,0.34249344
2017/11/7 20:12,7251.1,7255,7251.1,7255,4.30033478
2017/11/7 20:13,7255,7268,7255,7261,1.94519181
2017/11/7 20:14,7268,7272,7261,7272,1.59206904
2017/11/7 20:15,7272,7280,7272,7280,5.52513749
2017/11/7 20:16,7280,7280,7272.126541,7272.126541,3.1570743
2017/11/7 20:17,7272.126541,7287.8,7272.126541,7286.5,0.48400969
2017/11/7 20:18,7287.8,7289.47585,7286.5,7287.8,2.17010864
2017/11/7 20:19,7289.47585,7300,7287.8,7300,6.52376004
2017/11/7 20:20,7294.569781,7300.101001,7280.16,7293.162275,15.95966914
2017/11/7 20:21,7280.16,7285,7280.16,7283.717886,0.29310619
2017/11/7 20:22,7283.717886,7283.717886,7275.999999,7275.999999,0.67444521
2017/11/7 20:23,7278.1,7278.1,7268.5,7268.5,5.23394845
2017/11/7 20:24,7275.999999,7275.999999,7263.332645,7263.332645,9.7847068
2017/11/7 20:25,7268.37,7268.37,7260,7260,2.56500745
2017/11/7 20:26,7260,7260,7260,7260,4.69732702
2017/11/7 20:27,7260,7260,7260,7260,1.05470019
2017/11/7 20:28,7260,7260,7255,7255,3.96250419
2017/11/7 20:29,7260,7260,7247.060989,7247.060989,1.04609792
2017/11/7 20:30,7250,7259.999999,7247.060989,7250,2.53114353
2017/11/7 20:31,7250,7250,7241,7241,2.27103185
2017/11/7 20:32,7241,7249,7236,7236,2.17989656
2017/11/7 20:33,7238.43069,7250,7230.63736,7250,4.87455699
2017/11/7 20:34,7250,7265.50775,7247.036683,7254.865347,16.28012718
2017/11/7 20:35,7275,7275.52914,7262.894908,7263,0.70056873
2017/11/7 20:36,7263,7275.52914,7263,7263,3.16735817
2017/11/7 20:37,7269.445104,7277.822936,7262.894,7262.894,7.2281023
2017/11/7 20:38,7262.894,7269.102161,7250.16721,7250.16721,0.2563691
2017/11/7 20:39,7250.16721,7263,7250.16721,7263,1.06052097
2017/11/7 20:40,7250.167211,7260,7250.167211,7260,0.65107874
2017/11/7 20:41,7254.811658,7265.894908,7254.811658,7254.811658,0.21504202
2017/11/7 20:42,7265.894908,7272.894908,7265.894908,7272.894908,0.758306
2017/11/7 20:43,7272.894908,7277.717845,7272.894908,7273,0.43414825
2017/11/7 20:44,7273,7284.811658,7273,7277.717845,2.15865118
2017/11/7 20:45,7277.717845,7290.933309,7277.717845,7290.933309,0.97107683
2017/11/7 20:46,7290.933309,7293,7284.811658,7293,5.04513705
2017/11/7 20:47,7293,7299,7284.811658,7284.811658,2.33513929
2017/11/7 20:48,7284.811658,7295.685989,7284.811658,7293,0.29952661
2017/11/7 20:49,7295,7299,7290.933309,7295.76987,2.01925319
2017/11/7 20:50,7286,7295.76987,7286,7290.811658,0.16150809
2017/11/7 20:51,7287,7290.811658,7287,7287.000001,0.49833067
2017/11/7 20:52,7290.811658,7295,7287.000001,7288.000001,1.2371367
2017/11/7 20:53,7295,7295,7286,7286.000001,0.5122574
2017/11/7 20:54,7286,7292.974672,7285,7285,0.92866247
2017/11/7 20:55,7285,7295,7285,7295,1.42058655
2017/11/7 20:56,7292.974672,7292.974672,7284.811658,7287.000001,2.5105555
2017/11/7 20:57,7285,7287.000001,7284.811658,7285.811658,1.57720099
2017/11/7 20:58,7287.000001,7300,7285.811658,7300,1.93648934
2017/11/7 20:59,7287.811658,7300,7287.811658,7300,0.62797
2017/11/7 21:00,7300,7300.667844,7299.635,7300.667844,0.90592246
2017/11/7 21:01,7300.667844,7300.811658,7300.667844,7300.8,2.08310731
2017/11/7 21:02,7300.811658,7310.413562,7300.101001,7308.754188,4.7891064
2017/11/7 21:03,7308.754188,7330,7308.754188,7330,21.54336017
2017/11/7 21:04,7330,7339,7325.589638,7326.301247,9.47015019
2017/11/7 21:05,7326.301247,7339,7326.301247,7339,2.35016861
2017/11/7 21:06,7327,7339,7327,7333.665,4.0234176
2017/11/7 21:07,7330,7338.4,7327,7338,8.75149304
2017/11/7 21:08,7327,7338,7323.126533,7327.577317,0.52387244
2017/11/7 21:09,7327.726914,7336,7327.726914,7327.726914,2.96860135
2017/11/7 21:10,7336,7340.167212,7327,7339,9.41077446
2017/11/7 21:11,7340.167212,7349,7339,7345.006397,10.96062795
2017/11/7 21:12,7349,7350,7345.006397,7345.228947,6.45731133
2017/11/7 21:13,7350,7350,7345.228947,7350,6.33618859
2017/11/7 21:14,7350,7350,7349.222222,7349.222222,6.28327601
2017/11/7 21:15,7349.222222,7350.305741,7349.222222,7350,4.2779461
2017/11/7 21:16,7350.305741,7357.138446,7349.222222,7349.222222,4.41672635
2017/11/7 21:17,7355.006397,7355.006397,7341.599689,7345,2.72282841
2017/11/7 21:18,7349,7349,7301.463115,7321.0738,18.20622144
2017/11/7 21:19,7318.522037,7326.953,7305.447451,7320,0.90041428
2017/11/7 21:20,7326,7333.912639,7318.522038,7333.912639,5.6550719
2017/11/7 21:21,7329.752906,7355.836831,7329.752906,7349.280136,1.15639304
2017/11/7 21:22,7350,7350,7338.598438,7350,0.64121961
2017/11/7 21:23,7338.598438,7346.96999,7338.598438,7346.582437,3.12152567
2017/11/7 21:24,7338.598438,7346.582437,7338.598438,7345.99,0.08397768
2017/11/7 21:25,7346,7346,7333.912639,7333.912639,0.31079887
2017/11/7 21:26,7333.912639,7333.912639,7326.953,7326.953,2.64081118
2017/11/7 21:27,7326.953,7338.598438,7326.953,7333.912639,2.50031278
2017/11/7 21:28,7333.912639,7342.578709,7333.912639,7333.912639,0.46772003
2017/11/7 21:29,7333.912639,7342.578709,7333.912639,7333.912639,1.07135897
2017/11/7 21:30,7340,7340,7333.912639,7334,1.16658108
2017/11/7 21:31,7334,7340.38,7334,7334,0.54720854
2017/11/7 21:32,7334.254188,7342.486766,7327.710517,7331.454188,0.61373132
2017/11/7 21:33,7331.454188,7332,7331.454188,7332,0.4314637
2017/11/7 21:34,7332.000001,7340,7332.000001,7340,0.08072355
2017/11/7 21:35,7340,7340,7333,7335,0.12884818
2017/11/7 21:36,7340,7344.85,7332,7333,5.35198892
2017/11/7 21:37,7332,7340,7332,7332,2.96356091
2017/11/7 21:38,7340,7349,7334.855064,7346,3.02572011
2017/11/7 21:39,7342.088512,7360,7342.088512,7358.872196,5.31626176
2017/11/7 21:40,7360,7366.95,7355.836831,7360.0022,3.26745092
2017/11/7 21:41,7360,7365.14912,7346.672038,7348.751081,4.24053378
2017/11/7 21:42,7346.672038,7348.621628,7340.136252,7340.136252,10.41094419
2017/11/7 21:43,7340.136252,7347.4,7335,7336.949885,2.15763403
2017/11/7 21:44,7335,7340.493848,7320,7325.7,2.2588237
2017/11/7 21:45,7325,7335.745839,7323.6,7323.6,0.39298014
2017/11/7 21:46,7322,7324,7321,7321,0.18460642
2017/11/7 21:47,7335.745839,7342,7321,7335.651278,4.3717395
2017/11/7 21:48,7339,7339,7327.489885,7337,0.81881348
2017/11/7 21:49,7337,7339,7327.489887,7327.489887,0.78662091
2017/11/7 21:50,7337,7337,7330,7330,0.11727056
2017/11/7 21:51,7330,7330,7322,7322,0.93434626
2017/11/7 21:52,7322,7330,7319.317954,7319.317954,4.54838249
2017/11/7 21:53,7319.317954,7324,7319.317954,7319.317955,3.44973334
2017/11/7 21:54,7323,7323,7318.307588,7318.307589,7.66894103
2017/11/7 21:55,7323,7331,7318.307589,7331,2.22096575
2017/11/7 21:56,7326.036812,7331,7326.036812,7326.036812,0.13841672
2017/11/7 21:57,7331,7331,7326.036812,7329.036812,2.26190388
2017/11/7 21:58,7326.036812,7330,7326.036812,7330,0.84912888
2017/11/7 21:59,7329.036812,7329.036812,7319.619787,7319.619787,0.29355684
2017/11/7 22:00,7326,7326,7319.619785,7319.619785,0.19101862
2017/11/7 22:01,7325,7326,7319,7319,0.10549675
2017/11/7 22:02,7319.321995,7319.321995,7290,7296.949885,9.96683263
2017/11/7 22:03,7296.949885,7300,7295,7295,3.02105891
2017/11/7 22:04,7295.000001,7319.619785,7295.000001,7318.977291,3.109339
2017/11/7 22:05,7319.619785,7319.619785,7318.977291,7319.619785,3.81780032
2017/11/7 22:06,7318.977291,7319.619785,7318.977291,7318.977291,2.31097296
2017/11/7 22:07,7318.977291,7319.619785,7318,7318.977291,0.40974354
2017/11/7 22:08,7318,7318.977291,7318,7318,0.39092276
2017/11/7 22:09,7318.4,7318.977291,7318,7318,3.24960577
2017/11/7 22:10,7318.4,7318.4,7318,7318,1.06059447
2017/11/7 22:11,7318.4,7318.4,7318,7318,1.12718695
2017/11/7 22:12,7318.005,7318.01,7308,7310.941835,2.44957193
2017/11/7 22:13,7318,7318,7310.941835,7310.941835,1.25786101
2017/11/7 22:14,7317,7317,7310.941835,7310.941835,1.29652402
2017/11/7 22:15,7316,7317,7307,7316,3.87253896
2017/11/7 22:16,7307.7,7307.7,7307,7307,0.02382981
2017/11/7 22:17,7307,7307,7300.941835,7300.941835,2.01451639
2017/11/7 22:18,7307,7307,7297,7297.000001,0.75869978
2017/11/7 22:19,7300,7300.000001,7297.000001,7300,1.49723566
2017/11/7 22:20,7297.000001,7300,7295,7300,0.53538945
2017/11/7 22:21,7300,7300,7295,7295,0.02406658
2017/11/7 22:22,7296,7296,7290.941835,7290.941835,0.29277457
2017/11/7 22:23,7290.941835,7295,7284.811658,7284.811658,7.10739603
2017/11/7 22:24,7284.811658,7285,7284.811658,7284.811658,2.5058947
2017/11/7 22:25,7285,7290,7284.811658,7284.811659,2.23441484
2017/11/7 22:26,7290,7290,7284.811659,7284.811659,0.25469408
2017/11/7 22:27,7284.811659,7290,7284.811659,7290,1.09629305
2017/11/7 22:28,7285,7290,7284.811658,7284.811658,1.10359085
2017/11/7 22:29,7284.811658,7289,7284.811658,7285,1.05100258
2017/11/7 22:30,7285,7285,7284.811658,7284.811658,1.45261554
2017/11/7 22:31,7284.811659,7290,7284.811658,7290,6.90394579
2017/11/7 22:32,7295,7299.57,7284.811658,7290.696142,4.10176516
2017/11/7 22:33,7299.57,7315,7297.802342,7312.167862,0.56270657
2017/11/7 22:34,7315,7325,7312.167862,7319,2.05118692
2017/11/7 22:35,7325,7325,7312.167863,7312.167863,1.26870884
2017/11/7 22:36,7324,7330.941835,7320,7320,3.8602686
2017/11/7 22:37,7324,7324,7312.167864,7324,0.43230005
2017/11/7 22:38,7312.167864,7324,7305,7324,2.80140281
2017/11/7 22:39,7323.999999,7324,7306,7321.627534,4.45879095
2017/11/7 22:40,7310,7321.627534,7306.000001,7309,2.14417802
2017/11/7 22:41,7315.884659,7315.884659,7309,7309,0.02228862
2017/11/7 22:42,7315.884658,7315.884658,7309,7315.884658,0.51695355
2017/11/7 22:43,7309,7309,7301.200003,7301.200003,0.52913401
2017/11/7 22:44,7309,7309,7297.802342,7309,1.51334303
2017/11/7 22:45,7309,7309,7297.802342,7298.250629,0.96545967
2017/11/7 22:46,7301.200003,7306,7298.250629,7301,5.66342083
2017/11/7 22:47,7301,7306,7298.250629,7304.685236,1.39927617
2017/11/7 22:48,7304.685236,7320,7304.685236,7320,5.50127463
2017/11/7 22:49,7315,7325,7315,7324,0.28903259
2017/11/7 22:50,7324.999999,7324.999999,7315,7315,0.59169633
2017/11/7 22:51,7315,7324,7315,7320,1.22740354
2017/11/7 22:52,7320,7324,7317.775299,7324,0.84497634
2017/11/7 22:53,7320,7324,7315,7320,0.71032581
2017/11/7 22:54,7315.000001,7320,7315,7315,1.07845123
2017/11/7 22:55,7315,7320,7315,7320,1.27176807
2017/11/7 22:56,7320,7320,7315,7315,0.57607148
2017/11/7 22:57,7315,7330.802342,7315,7330.802342,5.92264123
2017/11/7 22:58,7330,7334.777,7324.630687,7330.749503,1.1123957
2017/11/7 22:59,7334.776,7350,7330.749503,7350,9.99164447
2017/11/7 23:00,7350,7350,7343.483508,7343.483508,3.45631988
2017/11/7 23:01,7350,7351,7340,7351,0.79210621
2017/11/7 23:02,7351,7351,7340.000001,7351,0.29182812
2017/11/7 23:03,7340.000001,7358.725053,7340.000001,7355,7.25916174
2017/11/7 23:04,7353,7355,7343,7354,0.72718669
2017/11/7 23:05,7345,7351,7340.506644,7340.506644,1.93918886
2017/11/7 23:06,7343,7343,7325.000001,7340,1.40464378
2017/11/7 23:07,7331.72485,7331.72485,7325,7325,2.18790096
2017/11/7 23:08,7325.745839,7340.506644,7325.745839,7340.506644,1.65262129
2017/11/7 23:09,7340.506644,7340.506644,7331.7913,7331.7913,0.00216814
2017/11/7 23:10,7340.506644,7347.88,7338.783661,7347.88,0.3871553
2017/11/7 23:12,7347,7347,7340,7347,0.18227947
2017/11/7 23:13,7340,7346.5,7338.6,7338.6,1.39426891
2017/11/7 23:14,7338.6,7345.5,7338.6,7338.600001,1.03322258
